employee_id,company,department,age,age_when_joined,years_in_the_company,salary,annual_bonus,prior_years_experience,full_time,part_time,Gender,education_level,ethnicity,diversity_flag,Position
E02141,EduSoft,Marketing,32,24,8,51570.8853,20980.37529,1,0.151820524,0.350829765,Female,High School,Prefer not to say,Yes,Senior
E02142,EduSoft,HR,38,38,1,40000,17022.13904,5,0,0.17836162,Non Binary,High School,White,No,Mid Level
E02143,TechCorp,HR,30,27,2,60560.46519,21808.0982,4,0,0.486573071,Female,Master's Degree,Prefer not to say,No,Mid Level
E02144,TechCorp,HR,39,34,4,100301.1782,15783.82555,2,0.469842735,0.319591659,Male,PhD,Asian,Yes,Senior
E02145,RetailHub,Marketing,49,48,1,118666.9942,14602.24394,3,0.624830209,0,Female,Bachelor's Degree,Prefer not to say,No,Mid Level
E02146,RetailHub,Engineering,35,30,5,120928.9674,20619.03474,2,0.46487273,0,Transgender,Master's Degree,Prefer not to say,No,Mid Level
E02147,HealthInc,Finance,36,32,5,123814.7737,14049.17759,3,0.907947804,0,Male,Bachelor's Degree,Other,Yes,Executive
E02148,RetailHub,Marketing,37,33,4,94806.64232,9689.649587,4,0.06133118,0.963119478,Transgender,High School,Asian,No,Mid Level
E02149,HealthInc,Engineering,33,25,8,60418.00951,24792.91,1,0,1,Male,PhD,Black or African American,No,Mid Level
E02150,FinServe,Engineering,49,48,1,61456.37194,21871.15094,1,0,0.419537023,Transgender,Associate Degree,Asian,Yes,Senior
E02151,TechCorp,Customer Support,41,39,2,67488.16338,20793.27764,3,0.100894437,0.586598069,Male,PhD,Asian,Yes,Entry Level
E02152,FinServe,Marketing,30,22,8,89458.16122,23311.9332,2,0.51331572,0.491134817,Male,Associate Degree,Black or African American,No,Senior
E02153,RetailHub,Marketing,37,24,9,81690.98502,24761.7167,1,0.177282676,1,Female,Master's Degree,Other,No,Executive
E02154,FinServe,Engineering,30,22,7,122910.8346,11356.82012,4,1,0,Transgender,Associate Degree,Prefer not to say,Yes,Executive
E02155,FinServe,Engineering,30,26,3,110662.2032,13049.50337,5,0.296988389,0.407523157,Male,Associate Degree,Asian,Yes,Entry Level
E02156,FinServe,Engineering,46,37,9,134194.0364,21543.14247,1,0.733359416,0.274876711,Non Binary,Master's Degree,Asian,No,Entry Level
E02157,RetailHub,Customer Support,46,38,7,85461.39601,19314.67768,1,0.091599239,0.667173892,Male,PhD,Black or African American,No,Mid Level
E02158,FinServe,Marketing,43,35,9,141830.7759,19469.62425,1,0.835726653,0,Female,Master's Degree,Hispanic or Latino,No,Senior
E02159,HealthInc,Engineering,35,26,9,42477.30431,15337.87707,2,0,0.33635583,Non Binary,High School,Asian,No,Executive
E02160,RetailHub,HR,30,22,9,40000,24792.91,1,0,1,Female,High School,White,No,Mid Level
E02161,FinServe,Marketing,49,48,1,52053.84965,11216.46584,3,0,0.092345666,Male,Associate Degree,Prefer not to say,No,Executive
E02162,RetailHub,Customer Support,39,28,9,137604.0042,15898.27117,3,1,0.501374406,Transgender,Master's Degree,Prefer not to say,No,Entry Level
E02163,EduSoft,HR,48,41,7,108138.654,16781.31758,2,0.412303458,0.894026233,Male,Master's Degree,Other,Yes,Senior
E02164,HealthInc,Sales,42,35,7,42616.75875,18018.47875,2,0,1,Male,Master's Degree,Asian,No,Senior
E02165,FinServe,Marketing,42,40,2,107741.3988,18348.68156,3,0.644053312,0,Transgender,PhD,Black or African American,No,Senior
E02166,EduSoft,Sales,30,22,4,84338.08534,20445.13986,3,0.548750754,0,Non Binary,Bachelor's Degree,White,Yes,Entry Level
E02167,EduSoft,Engineering,39,36,3,77394.23465,24792.91,1,0,0.38395507,Non Binary,Bachelor's Degree,Black or African American,Yes,Senior
E02168,RetailHub,Customer Support,35,27,8,72426.80564,18211.11035,3,0.553507164,1,Non Binary,Bachelor's Degree,Asian,No,Executive
E02169,EduSoft,Engineering,34,29,6,69221.09808,14597.55925,4,0.054011827,0.272385441,Female,PhD,White,No,Executive
E02170,HealthInc,Customer Support,43,41,3,62646.79728,10063.01249,4,0.761003993,0.005691514,Male,Master's Degree,Other,No,Senior
E02171,HealthInc,Finance,30,22,9,87060.36547,19144.39059,3,0.3375929,1,Female,Bachelor's Degree,Other,No,Executive
E02172,TechCorp,Engineering,30,23,6,63316.5928,20503.2328,2,0.024339514,0.791671931,Non Binary,Master's Degree,Other,Yes,Executive
E02173,HealthInc,Sales,40,38,2,76187.95868,24792.91,1,0.183170575,0.754957527,Transgender,Associate Degree,Hispanic or Latino,No,Executive
E02174,EduSoft,Customer Support,37,30,7,70093.3661,10831.81138,4,0.80752504,0.150093675,Non Binary,Bachelor's Degree,Black or African American,Yes,Executive
E02175,HealthInc,Engineering,38,36,3,92693.30693,9000,5,0.918420533,0,Male,Associate Degree,Asian,Yes,Entry Level
E02176,RetailHub,Marketing,44,42,3,127737.8838,20071.88689,1,0.787381507,0,Male,PhD,White,Yes,Entry Level
E02177,TechCorp,Customer Support,30,22,4,95162.44955,12042.93041,5,0.780715243,0.548160799,Transgender,High School,Prefer not to say,No,Mid Level
E02178,EduSoft,Customer Support,42,36,5,130298.0303,17681.89022,1,1,0,Female,PhD,Prefer not to say,Yes,Mid Level
E02179,TechCorp,Engineering,45,44,1,48489.27237,16260.33188,3,0,0.041197075,Female,PhD,Black or African American,No,Mid Level
E02180,EduSoft,Finance,39,38,1,143318.4678,24792.91,1,0.544080677,0,Male,PhD,Asian,Yes,Entry Level
E02181,RetailHub,Engineering,45,44,1,112642.9237,24360.67992,1,0.267828742,0,Transgender,Bachelor's Degree,Hispanic or Latino,No,Executive
E02182,TechCorp,Sales,34,26,8,92472.64817,9000,5,0.824305298,0.237336405,Transgender,Associate Degree,Asian,No,Mid Level
E02183,FinServe,Sales,31,22,9,137045.3752,24792.91,1,0.799187008,0.91421453,Transgender,Bachelor's Degree,Black or African American,No,Mid Level
E02184,EduSoft,Customer Support,39,35,3,77411.70999,12167.47481,5,0.155337339,1,Transgender,High School,Asian,No,Entry Level
E02185,FinServe,Customer Support,43,36,7,116696.1275,21261.89268,1,0.585445999,0.606848505,Transgender,PhD,Prefer not to say,No,Executive
E02186,TechCorp,Engineering,34,26,8,95483.31583,10197.10204,4,0.875395403,0.277330719,Transgender,Master's Degree,Prefer not to say,No,Mid Level
E02187,FinServe,Sales,39,34,5,153000,20345.50737,1,0.792681407,0,Non Binary,High School,White,No,Executive
E02188,FinServe,Sales,40,36,4,89843.32804,20080.89537,3,0.210206148,0.716885008,Transgender,Associate Degree,Hispanic or Latino,No,Executive
E02189,TechCorp,Finance,46,41,5,77753.07163,12494.57601,5,0.459516737,0.109805345,Transgender,High School,Prefer not to say,Yes,Entry Level
E02190,RetailHub,Marketing,36,33,3,108907.5361,23185.87123,2,0.304744109,0.832278808,Transgender,Bachelor's Degree,White,No,Executive
E02191,FinServe,Finance,30,22,9,73250.40296,15136.6751,4,1,0.351355737,Transgender,Master's Degree,Hispanic or Latino,No,Senior
E02192,FinServe,HR,45,41,4,58935.11698,9000,5,0.21663249,0.600197907,Female,Bachelor's Degree,Prefer not to say,No,Entry Level
E02193,RetailHub,Finance,36,26,9,54927.50035,22586.16815,1,0.171448226,0.946264759,Male,PhD,Hispanic or Latino,No,Entry Level
E02194,FinServe,Engineering,42,39,3,92303.92793,9976.964096,4,0.392567445,0.536101311,Female,PhD,Asian,No,Executive
E02195,FinServe,Marketing,33,28,5,47688.09712,23099.07305,1,0,0.287045593,Male,High School,White,No,Senior
E02196,FinServe,Engineering,40,34,5,45744.55495,18272.23658,2,0.06372937,0.592159231,Non Binary,PhD,Hispanic or Latino,Yes,Executive
E02197,HealthInc,HR,36,39,1,98358.66994,15019.04474,4,0.152296901,0.104952407,Female,PhD,Hispanic or Latino,Yes,Entry Level
E02198,RetailHub,Marketing,35,31,4,100254.4101,11756.07049,4,0.757662505,0.524109921,Male,Associate Degree,Asian,No,Entry Level
E02199,FinServe,Customer Support,30,22,9,87235.30478,13952.02473,4,0.560914974,0.373992438,Female,Associate Degree,Prefer not to say,Yes,Entry Level
E02200,RetailHub,Sales,37,34,3,74300.49754,9924.244924,5,0.8054753,0,Female,Bachelor's Degree,Prefer not to say,Yes,Entry Level
E02201,EduSoft,Finance,31,22,9,50988.22401,18331.09767,4,0.16760222,1,Male,Bachelor's Degree,Black or African American,No,Executive
E02202,EduSoft,Engineering,35,30,6,88540.82372,22465.70628,1,0.398837439,0.283230524,Female,Associate Degree,Black or African American,No,Senior
E02203,FinServe,HR,35,28,6,124038.7323,10030.12156,4,0.961128688,0.169614829,Non Binary,High School,Prefer not to say,No,Executive
E02204,RetailHub,Sales,33,24,9,77161.86276,14332.13602,3,0.437219507,0.367914015,Non Binary,Associate Degree,Other,No,Mid Level
E02205,RetailHub,Finance,35,33,1,153000,21406.05897,3,1,0,Male,Bachelor's Degree,Other,No,Mid Level
E02206,RetailHub,Sales,49,44,7,82288.25714,15509.33267,2,0.2598064,0.621744605,Male,Master's Degree,Hispanic or Latino,Yes,Executive
E02207,HealthInc,Finance,39,29,9,43699.26643,13096.76517,2,0,1,Female,PhD,Prefer not to say,Yes,Senior
E02208,EduSoft,Customer Support,44,39,5,78528.97721,19959.60078,1,0.139089898,1,Male,Master's Degree,Black or African American,Yes,Senior
E02209,RetailHub,Marketing,33,30,3,40000,22607.34911,3,0,0.79282696,Non Binary,Master's Degree,Hispanic or Latino,Yes,Executive
E02210,RetailHub,Sales,48,44,4,61629.02105,19535.45056,1,0.064730314,0.314313687,Non Binary,PhD,White,No,Executive
E02211,HealthInc,Sales,48,47,1,118427.1781,19648.01313,3,0,0.724713377,Female,Associate Degree,Black or African American,No,Entry Level
E02212,HealthInc,Sales,49,48,1,94301.11403,13583.19773,4,0.418783631,0,Female,High School,Black or African American,No,Senior
E02213,RetailHub,Marketing,37,33,3,45670.43109,12810.11081,4,0,0.316646752,Non Binary,Master's Degree,Black or African American,No,Mid Level
E02214,TechCorp,HR,38,35,4,67560.56456,24792.91,1,0.116391932,0.249762169,Non Binary,High School,Other,No,Entry Level
E02215,RetailHub,Finance,36,28,8,90237.5737,15872.88246,3,0.316208783,0.821612281,Transgender,Bachelor's Degree,Asian,No,Senior
E02216,RetailHub,Customer Support,45,41,4,81748.33754,24792.91,1,0,0.411533828,Non Binary,Master's Degree,Asian,Yes,Mid Level
E02217,HealthInc,Sales,46,42,4,111979.3947,16629.36185,2,0.461696576,0.293223597,Female,Bachelor's Degree,Other,No,Entry Level
E02218,HealthInc,Marketing,43,37,5,66615.54234,10356.57957,4,0.251611091,0.197994083,Male,Associate Degree,Prefer not to say,No,Mid Level
E02219,RetailHub,HR,43,41,2,76399.63255,24792.91,1,0,0.243701341,Non Binary,Master's Degree,Prefer not to say,Yes,Entry Level
E02220,RetailHub,Finance,30,22,7,55180.19628,24792.91,1,0.230226167,0.034752991,Female,Bachelor's Degree,Other,No,Senior
E02221,RetailHub,Marketing,49,48,1,111094.4822,10982.6546,4,0.145386723,0.691828151,Non Binary,Bachelor's Degree,Other,No,Entry Level
E02222,HealthInc,Customer Support,49,48,1,98562.54795,12445.46727,5,0.59116732,0.124235736,Transgender,Associate Degree,Prefer not to say,Yes,Senior
E02223,RetailHub,Customer Support,34,28,7,117728.3198,16642.71347,4,0.936687145,0.643807696,Transgender,High School,Asian,No,Entry Level
E02224,RetailHub,Finance,49,47,2,105933.6573,24792.91,1,0.062774386,0.560217974,Female,High School,Hispanic or Latino,Yes,Executive
E02225,FinServe,Sales,40,42,1,105550.7427,22779.34197,1,0.021603792,0,Male,Master's Degree,Other,No,Entry Level
E02226,TechCorp,Customer Support,45,40,5,53528.4748,24792.91,1,0.211046781,0.632096451,Male,Associate Degree,Hispanic or Latino,No,Entry Level
E02227,EduSoft,HR,35,30,5,70424.5261,24790.24114,1,0.205030527,0.376877773,Female,Master's Degree,Hispanic or Latino,Yes,Executive
E02228,TechCorp,Marketing,49,48,2,87357.40122,18003.7341,2,0.401084172,0.285108758,Female,High School,White,Yes,Senior
E02229,FinServe,HR,31,25,6,92666.82759,17842.86414,2,0.451945522,0.056365231,Transgender,Associate Degree,Asian,No,Executive
E02230,EduSoft,Sales,35,30,5,60584.95076,23003.5645,2,0,1,Non Binary,PhD,Hispanic or Latino,No,Entry Level
E02231,RetailHub,HR,36,31,5,41973.36236,24792.91,1,0,0.959046437,Non Binary,Associate Degree,Asian,No,Executive
E02232,FinServe,HR,49,48,1,124891.9832,12623.27429,3,1,0,Transgender,Associate Degree,Asian,No,Mid Level
E02233,RetailHub,Engineering,37,32,5,83900.82333,16948.35841,4,0.748369419,0,Non Binary,PhD,White,No,Senior
E02234,HealthInc,HR,35,26,9,106085.9563,19074.52151,1,0.598585424,0.393707197,Male,Bachelor's Degree,Prefer not to say,Yes,Senior
E02235,FinServe,Finance,48,45,3,83213.83528,24792.91,1,0,0.645192226,Male,Bachelor's Degree,Asian,No,Entry Level
E02236,HealthInc,Marketing,32,25,7,111813.4021,19031.34422,3,0.841878441,0.361728432,Female,Bachelor's Degree,Hispanic or Latino,No,Executive
E02237,FinServe,Engineering,47,45,2,91080.5099,24792.91,1,0.284309512,0.436070282,Female,High School,Prefer not to say,No,Executive
E02238,FinServe,Marketing,39,31,8,107074.4444,18787.43525,2,0.358315489,0.787596967,Male,Associate Degree,Prefer not to say,Yes,Mid Level
E02239,HealthInc,Marketing,41,40,1,153000,24479.33055,1,1,0,Transgender,PhD,Black or African American,Yes,Executive
E02240,EduSoft,Sales,43,35,7,59179.02083,22812.2712,1,0,0.811539651,Non Binary,High School,Hispanic or Latino,No,Senior
E02241,TechCorp,Sales,30,22,5,136948.3804,19733.18268,3,0.804525453,0.00847242,Female,PhD,Hispanic or Latino,Yes,Mid Level
E02242,RetailHub,Engineering,37,28,9,74305.04914,12481.22769,3,0.793622763,0.233353206,Female,High School,Asian,No,Executive
E02243,FinServe,Customer Support,40,36,4,93103.87067,24792.91,1,0,0.116388598,Non Binary,High School,Hispanic or Latino,No,Executive
E02244,RetailHub,Sales,38,32,6,122821.756,24792.91,1,0.767345448,0.123562025,Transgender,High School,Black or African American,Yes,Executive
E02245,HealthInc,Sales,48,44,4,120351.1701,15322.99259,2,0.708416895,0.086383096,Male,PhD,Asian,No,Senior
E02246,RetailHub,Sales,38,37,1,137001.4969,19116.27133,3,0.807103274,0,Non Binary,Master's Degree,Other,No,Senior
E02247,HealthInc,Marketing,39,33,6,111828.5663,14458.07535,3,0.847798819,0.258619467,Male,High School,Hispanic or Latino,Yes,Executive
E02248,RetailHub,Engineering,41,35,5,61676.07955,18099.72544,1,0.107136927,0.34483842,Non Binary,Bachelor's Degree,Hispanic or Latino,No,Mid Level
E02249,TechCorp,Marketing,35,32,3,51497.65977,17395.93254,2,0,0.641657595,Transgender,Associate Degree,White,Yes,Mid Level
E02250,TechCorp,Finance,35,30,5,52976.62334,9000,5,0.992344643,0.282342377,Non Binary,Master's Degree,Other,Yes,Mid Level
E02251,TechCorp,Marketing,30,22,9,109015.0525,14519.99542,4,0.745224476,0.741370839,Transgender,Master's Degree,Other,Yes,Executive
E02252,TechCorp,Finance,37,35,3,66795.52426,18855.0165,3,0.24458643,0.494182192,Transgender,PhD,Black or African American,No,Executive
E02253,TechCorp,HR,43,43,1,72289.5646,21289.48456,2,0,0.032336015,Female,Master's Degree,Other,No,Senior
E02254,TechCorp,HR,37,34,3,66139.75864,11528.7542,5,0,1,Non Binary,PhD,White,No,Senior
E02255,HealthInc,Finance,47,44,3,97145.62832,13944.45557,3,0,0.345432731,Female,PhD,Black or African American,Yes,Executive
E02256,FinServe,Finance,43,35,7,40000,12416.17661,3,0.006906325,1,Non Binary,Bachelor's Degree,Other,No,Executive
E02257,RetailHub,Marketing,41,32,9,71354.80255,19382.58671,2,0.046429243,0.397493001,Female,High School,Black or African American,No,Entry Level
E02258,TechCorp,Finance,39,40,1,123279.1341,22463.7663,2,0.867625031,0,Male,Master's Degree,Other,No,Executive
E02259,HealthInc,Engineering,43,43,1,90642.30467,16376.34149,3,0.411493925,0,Transgender,High School,Other,Yes,Mid Level
E02260,HealthInc,HR,46,42,4,73691.39134,23127.42342,1,0,0.764115092,Male,High School,Prefer not to say,Yes,Mid Level
E02261,HealthInc,HR,36,34,2,78263.10902,12870.24679,4,0.357326709,0.248928916,Male,High School,Other,No,Executive
E02262,FinServe,Customer Support,37,32,6,98549.79402,18976.42002,2,0.237127137,0.89083872,Non Binary,PhD,Hispanic or Latino,Yes,Senior
E02263,RetailHub,Finance,34,27,7,90392.17154,15382.33529,4,0.632526417,0.840765908,Female,High School,Other,Yes,Entry Level
E02264,FinServe,Sales,38,32,6,73975.11727,24792.91,1,0.170134337,0,Male,Master's Degree,Hispanic or Latino,No,Mid Level
E02265,EduSoft,Sales,40,40,1,50178.32686,15342.6268,3,0,0.084904311,Female,PhD,Asian,No,Entry Level
E02266,HealthInc,Finance,39,38,1,125100.7315,24792.91,1,0.661922774,0.282639281,Male,Master's Degree,Prefer not to say,No,Senior
E02267,EduSoft,Engineering,41,31,9,45588.36329,18264.69229,2,0,1,Non Binary,PhD,White,Yes,Entry Level
E02268,TechCorp,Sales,40,35,5,128483.1346,22707.65063,1,0.56454579,0.0273026,Non Binary,Associate Degree,Black or African American,No,Mid Level
E02269,TechCorp,Customer Support,42,40,3,108318.2777,13526.9285,2,0.657128022,0,Female,Associate Degree,Black or African American,No,Executive
E02270,FinServe,Finance,37,26,9,74326.66069,15783.99764,2,0.189730493,0.432908757,Transgender,Associate Degree,Asian,No,Executive
E02271,RetailHub,Engineering,33,28,6,132514.6919,17703.7376,3,0.998204362,0,Male,Associate Degree,Other,Yes,Entry Level
E02272,EduSoft,Engineering,37,34,3,96578.78134,22899.93874,2,0.482785485,0.26209235,Female,PhD,White,No,Mid Level
E02273,RetailHub,Marketing,35,30,4,85557.04927,23125.29325,2,0.154744419,0.186021796,Male,High School,Asian,No,Mid Level
E02274,FinServe,Engineering,49,45,5,86383.06384,14629.8586,2,0.402150133,0,Female,Bachelor's Degree,Asian,No,Senior
E02275,TechCorp,Sales,39,34,5,104978.1221,10998.76931,5,0.666816224,0.425021358,Transgender,Bachelor's Degree,Black or African American,No,Executive
E02276,RetailHub,Sales,42,35,7,67532.88835,16575.99704,1,0,0.732741731,Female,Associate Degree,Hispanic or Latino,Yes,Entry Level
E02277,RetailHub,Finance,32,26,6,93124.3575,23874.23789,2,0.333127543,0.366629848,Male,High School,Hispanic or Latino,Yes,Senior
E02278,TechCorp,Finance,30,23,6,69782.22574,16042.89797,3,0.02137113,0.241899874,Transgender,Master's Degree,Other,Yes,Executive
E02279,EduSoft,Engineering,30,24,4,93907.66207,20325.16806,3,0.411422683,0.540612469,Female,High School,Other,No,Entry Level
E02280,TechCorp,Customer Support,34,30,4,86918.44238,14232.33569,3,0.315255006,0.725277599,Male,Master's Degree,Asian,No,Mid Level
E02281,RetailHub,HR,40,36,4,107509.3332,16481.27806,4,0.666189413,0.247924751,Male,Bachelor's Degree,Other,No,Entry Level
E02282,EduSoft,Marketing,49,48,3,148452.9496,24792.91,1,0.739539719,0,Female,High School,Hispanic or Latino,Yes,Senior
E02283,EduSoft,HR,36,33,3,41264.22079,19144.13583,3,0,1,Non Binary,High School,White,No,Senior
E02284,TechCorp,Engineering,44,44,1,116137.7558,9000,5,0.572542178,0,Transgender,Bachelor's Degree,Black or African American,Yes,Senior
E02285,RetailHub,Engineering,33,26,7,104852.8374,15696.359,2,0.760495776,0,Transgender,High School,Hispanic or Latino,No,Mid Level
E02286,FinServe,HR,36,29,7,86072.96246,20794.95759,1,0.223452979,0.941620971,Non Binary,Master's Degree,Prefer not to say,Yes,Executive
E02287,RetailHub,Marketing,38,36,2,78588.6944,22659.15421,2,0.236377502,0.107553867,Female,High School,Other,No,Mid Level
E02288,HealthInc,HR,30,22,8,40000,16434.635,4,0,0.87194194,Male,Master's Degree,Black or African American,No,Executive
E02289,FinServe,Finance,37,30,7,49605.66044,21284.6123,2,0,0.636780341,Female,Associate Degree,Prefer not to say,No,Senior
E02290,EduSoft,Sales,47,44,4,83847.36933,10775.92728,2,0.008583686,0.938878685,Transgender,High School,Black or African American,No,Executive
E02291,FinServe,Customer Support,30,22,8,78312.5375,24792.91,1,0.076032694,0.523537152,Female,Master's Degree,Asian,Yes,Entry Level
E02292,EduSoft,Finance,49,48,3,135132.4502,10967.77293,3,1,0,Female,Bachelor's Degree,Other,No,Mid Level
E02293,EduSoft,Sales,30,22,9,50960.0073,18519.50527,4,0.29823409,1,Male,Associate Degree,Asian,No,Entry Level
E02294,FinServe,Customer Support,30,22,9,141543.71,20363.23701,2,1,0.224237687,Non Binary,High School,Black or African American,No,Senior
E02295,EduSoft,Customer Support,44,42,1,84695.2604,15618.30188,3,0.547185691,0.267320926,Non Binary,Master's Degree,Asian,Yes,Entry Level
E02296,EduSoft,Customer Support,35,36,1,121490.8371,20372.83196,3,0.627287615,0.012527864,Non Binary,High School,Other,No,Executive
E02297,HealthInc,Engineering,33,26,8,80890.11462,10420.46042,4,0.294245219,1,Male,Master's Degree,Hispanic or Latino,Yes,Mid Level
E02298,RetailHub,Customer Support,30,22,7,83705.41903,20762.03889,3,0.583586817,0.706450291,Non Binary,High School,White,No,Entry Level
E02299,RetailHub,Marketing,38,36,2,40000,20527.8214,3,0,0.3639194,Transgender,Associate Degree,Prefer not to say,Yes,Entry Level
E02300,HealthInc,HR,41,42,1,41103.98971,16567.60291,4,0,0,Female,Associate Degree,Hispanic or Latino,No,Entry Level
E02301,FinServe,Marketing,48,44,4,91913.2853,18379.57161,1,0,0.684369638,Transgender,High School,Black or African American,No,Entry Level
E02302,TechCorp,HR,37,34,3,81599.1535,24318.02469,2,0,0,Female,High School,Hispanic or Latino,Yes,Executive
E02303,TechCorp,Finance,30,22,5,64488.43759,24792.91,1,0.037019391,0.021319335,Female,PhD,Asian,No,Entry Level
E02304,TechCorp,Finance,38,34,4,131592.0726,16918.70568,3,0.809387585,0,Non Binary,High School,Other,No,Mid Level
E02305,HealthInc,HR,45,43,2,76204.01718,17010.17041,3,0.354072923,0.066092666,Male,High School,Hispanic or Latino,Yes,Senior
E02306,HealthInc,Marketing,32,29,2,97521.472,17648.67209,3,0.282511856,0.307282488,Male,Associate Degree,Hispanic or Latino,Yes,Executive
E02307,EduSoft,HR,46,40,6,83671.61555,19527.27014,3,0.414516617,0.502753748,Female,High School,Other,No,Entry Level
E02308,TechCorp,Customer Support,44,44,1,94488.24748,10978.22827,4,0.541585011,0.001078138,Male,Bachelor's Degree,Asian,No,Senior
E02309,FinServe,Engineering,33,28,5,119249.1613,18107.856,3,0.747798663,0.065575643,Non Binary,High School,White,No,Executive
E02310,FinServe,Finance,38,34,4,88664.31489,10152.66569,5,0.959822767,0.265485747,Non Binary,PhD,Hispanic or Latino,No,Senior
E02311,TechCorp,Engineering,46,46,1,93206.26205,24792.91,1,0.028421316,0.011407257,Male,Master's Degree,Prefer not to say,No,Entry Level
E02312,TechCorp,Customer Support,42,37,5,76033.61267,24792.91,1,0,0.679767208,Male,Associate Degree,Black or African American,Yes,Senior
E02313,TechCorp,Customer Support,32,24,8,122034.595,10212.06644,4,1,0.23149311,Female,Bachelor's Degree,Asian,No,Senior
E02314,HealthInc,Finance,41,33,8,107869.7323,20149.22265,1,0.018431447,0.681811614,Male,Master's Degree,Asian,No,Executive
E02315,HealthInc,Finance,30,22,9,87030.15947,24792.91,1,0.465527702,0.657370877,Non Binary,Bachelor's Degree,Hispanic or Latino,No,Entry Level
E02316,HealthInc,Customer Support,40,34,6,130642.4625,15501.93628,2,0.775260038,0.572733804,Non Binary,Associate Degree,Prefer not to say,No,Executive
E02317,RetailHub,Sales,49,46,5,100640.1427,17631.76867,1,0.243920681,0.092686359,Non Binary,PhD,Other,No,Mid Level
E02318,FinServe,Engineering,30,22,9,89707.3542,21484.08837,3,0.632154965,0.859602462,Transgender,Associate Degree,Hispanic or Latino,Yes,Senior
E02319,FinServe,Engineering,30,23,6,45421.87539,19749.48736,3,0,1,Male,Bachelor's Degree,Hispanic or Latino,No,Executive
E02320,EduSoft,Sales,49,48,1,122424.0007,24403.62301,1,0.574845349,0,Non Binary,Bachelor's Degree,Other,No,Mid Level
E02321,HealthInc,Marketing,39,34,5,139158.877,17331.55973,3,1,0,Transgender,Associate Degree,Black or African American,No,Entry Level
E02322,RetailHub,Engineering,36,33,2,123281.9989,10461.01874,5,1,0,Transgender,High School,Other,Yes,Mid Level
E02323,RetailHub,HR,47,46,1,73912.40218,19217.7453,1,0,0.171377697,Transgender,Associate Degree,Hispanic or Latino,No,Mid Level
E02324,FinServe,Customer Support,45,42,3,73296.61841,19705.42141,2,0,0.287869849,Non Binary,PhD,White,No,Entry Level
E02325,HealthInc,Customer Support,38,32,6,125663.9693,14032.59619,2,0.68480918,0.239909136,Non Binary,Associate Degree,Other,Yes,Entry Level
E02326,EduSoft,Sales,37,31,5,99912.94523,23240.08232,1,0,0.756780161,Transgender,Master's Degree,Black or African American,Yes,Mid Level
E02327,HealthInc,Engineering,38,33,5,54561.72971,17354.43329,3,0.023079196,0.834145274,Female,High School,Other,No,Mid Level
E02328,TechCorp,Marketing,31,31,1,40000,24060.32217,4,0,0.742748014,Male,Master's Degree,Other,Yes,Entry Level
E02329,HealthInc,Engineering,31,24,7,48171.26755,15038.59462,2,0.07046354,0.922164322,Non Binary,Associate Degree,Asian,No,Mid Level
E02330,TechCorp,Customer Support,31,24,7,68958.83446,10123.33011,4,0.599531893,0.336614029,Female,High School,Asian,No,Entry Level
E02331,TechCorp,Finance,38,36,1,84372.33363,9000,5,0.441216533,0,Non Binary,Master's Degree,Hispanic or Latino,No,Senior
E02332,EduSoft,HR,40,37,3,83911.62173,10704.56453,5,0.3001548,0.869850566,Non Binary,Master's Degree,Hispanic or Latino,No,Entry Level
E02333,FinServe,Sales,30,22,9,90867.29289,24792.91,1,0.256550425,0.184482895,Female,High School,Other,No,Senior
E02334,HealthInc,Finance,33,30,3,79755.24284,15395.88226,5,0.629306847,0.028685446,Male,High School,White,No,Mid Level
E02335,TechCorp,Marketing,44,43,1,123520.7473,17337.00132,1,0.509381935,0,Female,Bachelor's Degree,Prefer not to say,No,Senior
E02336,HealthInc,Finance,34,30,4,81359.26585,21821.32103,1,0,0,Female,High School,Hispanic or Latino,No,Mid Level
E02337,FinServe,Finance,35,35,1,135611.0354,17660.23699,4,0.599104683,0.159812487,Non Binary,Associate Degree,Other,No,Mid Level
E02338,FinServe,Marketing,46,43,4,77471.90965,17155.70845,1,0,0.334495885,Female,PhD,Other,No,Executive
E02339,RetailHub,Finance,34,28,6,92246.23907,10775.39884,4,0.297720771,0.710951575,Female,Bachelor's Degree,Prefer not to say,No,Entry Level
E02340,FinServe,Sales,32,31,2,82438.27289,15537.07289,4,0.64874477,0.058071373,Non Binary,High School,Other,No,Entry Level
E02341,EduSoft,Customer Support,32,27,5,81270.69795,24792.91,1,0,0.997551667,Female,PhD,Prefer not to say,No,Senior
E02342,TechCorp,Engineering,40,36,4,94287.16108,22622.42334,1,0.208799908,0.359458784,Male,Bachelor's Degree,Prefer not to say,No,Mid Level
E02343,RetailHub,Finance,35,29,6,109390.2282,14194.34732,4,0.923790308,1,Transgender,Associate Degree,Other,No,Mid Level
E02344,EduSoft,Sales,39,31,8,55709.13435,14187.938,3,0,1,Non Binary,PhD,Other,No,Executive
E02345,HealthInc,Engineering,48,48,1,134929.9039,21375.29834,2,0.659852593,0.249313514,Male,High School,Asian,No,Entry Level
E02346,TechCorp,Engineering,35,29,6,92275.83446,22083.43686,1,0.387764207,0,Male,High School,Prefer not to say,Yes,Senior
E02347,FinServe,Finance,30,24,5,101483.4472,24792.91,1,0.554770281,0.699371397,Non Binary,Associate Degree,Black or African American,No,Executive
